,,Continente,,,Norte,,,Centro,,,Lisboa,,,Alentejo,,,Algarve,,,,,,,,,,,Continente,,,Norte,,,Centro,,,Lisboa,,,Alentejo,,,Algarve,,,,Continente,,,Norte,,,Centro,,,Lisboa,,,Alentejo,,,Algarve,,
,,T ,H,M,T ,H,M,T ,H,M,T ,H,M,T ,H,M,T ,H,M,,Continente,Norte,Centro,Lisboa,Alentejo,Algarve,,T,H,M,T,H,M,T,H,M,T,H,M,T,H,M,T,H,M,,T,H,M,T,H,M,T,H,M,T,H,M,T,H,M,T,H,M
,2020-06-10,57,28,29,17,8,9,0,0,0,39,19,20,1,1,0,0,0,0,,7,5,0,2,0,0,,19,12,7,9,6,3,4,2,2,4,3,1,2,1,1,0,0,0,,392520,175042,217478,158319,68671,89648,52924,23828,29096,134088,60740,73348,19008,8980,10028,28181,12823,15358
,2020-06-11,80,30,50,31,11,20,7,2,5,41,17,24,0,0,0,1,0,1,,10,4,2,4,0,0,,17,7,10,9,4,5,5,2,3,3,1,2,0,0,0,0,0,0,,392520,175042,217478,158319,68671,89648,52924,23828,29096,134088,60740,73348,19008,8980,10028,28181,12823,15358
,2020-06-12,1928,796,1132,745,273,472,304,147,157,642,276,366,107,41,66,130,59,71,,257,80,115,43,11,8,,174,82,92,67,28,39,67,37,30,26,14,12,7,2,5,7,1,6,,394763,175753,219010,159174,68906,90268,53326,23978,29348,134820,60965,73855,19087,9009,10078,28356,12895,15461
,2020-06-13,58,22,36,15,5,10,9,6,3,33,11,22,1,0,1,0,0,0,,0,0,0,0,0,0,,7,3,4,3,2,1,1,0,1,3,1,2,0,0,0,0,0,0,,394763,175753,219010,159174,68906,90268,53326,23978,29348,134820,60965,73855,19087,9009,10078,28356,12895,15461
,2020-06-14,55,20,35,9,2,7,1,0,1,40,17,23,1,0,1,4,1,3,,5,0,0,5,0,0,,86,42,44,29,13,16,25,16,9,25,11,14,6,2,4,1,0,1,,394763,175753,219010,159174,68906,90268,53326,23978,29348,134820,60965,73855,19087,9009,10078,28356,12895,15461
,2020-06-15,2378,981,1397,880,335,545,309,146,163,911,384,527,131,64,67,147,52,95,,591,243,156,124,32,36,,435,204,231,190,89,101,109,54,55,94,44,50,13,8,5,29,9,20,,395327,175882,219445,159291,68906,90385,53403,24014,29389,135187,61067,74120,19119,9029,10090,28327,12866,15461
,2020-06-16,2145,937,1208,732,290,442,336,160,176,873,388,485,97,43,54,107,56,51,,555,191,142,138,29,55,,279,138,141,123,60,63,106,53,53,97,45,52,12,8,4,47,25,22,,396241,176223,220018,159475,68950,90525,53562,24079,29483,135705,61271,74434,19163,9043,10120,28336,12880,15456
,2020-06-17,2050,918,1132,787,336,451,278,127,151,798,365,433,91,36,55,96,54,42,,495,159,130,145,28,33,,306,116,190,109,31,78,78,30,48,98,46,52,1,0,1,20,9,11,,396791,176454,220337,159501,68953,90548,53727,24147,29580,136106,61450,74656,19150,9026,10124,28307,12878,15429
,2020-06-18,1952,842,1110,682,276,406,286,112,174,769,358,411,87,43,44,128,53,75,,482,137,127,170,24,24,,320,149,171,91,43,48,94,52,42,94,37,57,22,13,9,19,4,15,,397314,176618,220696,159661,68964,90697,53860,24187,29673,136336,61568,74768,19197,9036,10161,28260,12863,15397
,2020-06-19,1806,780,1026,679,299,380,266,119,147,701,294,407,66,27,39,94,41,53,,427,153,143,77,36,18,,262,115,147,83,28,55,67,32,35,92,48,44,4,1,3,16,6,10,,398595,176966,221629,160528,69232,91296,54074,24282,29792,136881,61748,75133,19224,9043,10181,27888,12661,15227
,2020-06-20,59,22,37,15,7,8,0,0,0,44,15,29,0,0,0,0,0,0,,1,0,0,1,0,0,,14,8,6,9,5,4,2,1,1,3,2,1,0,0,0,0,0,0,,398595,176966,221629,160528,69232,91296,54074,24282,29792,136881,61748,75133,19224,9043,10181,27888,12661,15227
,2020-06-21,34,12,22,16,4,12,0,0,0,14,7,7,4,1,3,0,0,0,,1,0,0,0,1,0,,102,52,50,30,13,17,40,22,18,18,9,9,9,3,6,5,5,0,,398595,176966,221629,160528,69232,91296,54074,24282,29792,136881,61748,75133,19224,9043,10181,27888,12661,15227
,2020-06-22,2120,773,1347,727,225,502,324,132,192,864,333,531,78,31,47,127,52,75,,465,162,184,86,15,18,,288,141,147,132,61,71,98,58,40,38,12,26,4,2,2,16,8,8,,399241,176950,222291,160777,69194,91583,54238,24293,29945,137308,61876,75432,19212,9015,10197,27706,12572,15134
,2020-06-23,2130,817,1313,778,281,497,311,134,177,795,320,475,123,34,89,123,48,75,,537,173,141,158,40,25,,339,178,161,111,59,52,101,57,44,85,48,37,23,11,12,19,3,16,,400276,177288,222988,161088,69298,91790,54315,24323,29992,137799,62034,75765,19291,9036,10255,27783,12597,15186
,2020-06-24,1626,638,988,428,151,277,222,94,128,822,328,494,71,27,44,83,38,45,,396,107,122,99,26,42,,295,143,152,79,26,53,82,52,30,74,33,41,20,12,8,40,20,20,,400985,177465,223520,161209,69313,91896,54441,24366,30075,138229,62147,76082,19332,9042,10290,27774,12597,15177
,2020-06-25,1773,781,992,608,247,361,274,125,149,705,317,388,80,43,37,106,49,57,,408,153,100,84,42,29,,250,117,133,103,45,58,62,33,29,46,21,25,21,8,13,18,10,8,,401582,177668,223914,161431,69399,92032,54582,24417,30165,138569,62265,76304,19331,9038,10293,27669,12549,15120
,2020-06-26,1582,645,937,586,236,350,223,86,137,607,266,341,78,25,53,88,32,56,,411,148,78,127,33,25,,271,145,126,116,63,53,64,36,28,65,35,30,9,4,5,17,7,10,,403175,178084,225091,162293,69680,92613,54749,24435,30314,139004,62366,76638,19413,9044,10369,27716,12559,15157
,2020-06-27,42,19,23,15,9,6,5,1,4,21,8,13,1,1,0,0,0,0,,15,3,0,12,0,0,,12,7,5,6,4,2,3,1,2,2,2,0,1,0,1,0,0,0,,403175,178084,225091,162293,69680,92613,54749,24435,30314,139004,62366,76638,19413,9044,10369,27716,12559,15157
,2020-06-28,38,22,16,8,6,2,1,0,1,29,16,13,0,0,0,0,0,0,,13,4,9,0,0,0,,95,51,44,29,14,15,36,20,16,25,13,12,5,4,1,0,0,0,,403175,178084,225091,162293,69680,92613,54749,24435,30314,139004,62366,76638,19413,9044,10369,27716,12559,15157
,2020-06-29,1796,753,1043,665,274,391,281,143,138,640,248,392,96,37,59,114,51,63,,476,174,110,106,19,67,,320,140,180,125,68,57,83,39,44,50,20,30,14,5,9,48,8,40,,386461,170936,215525,155194,66741,88453,52392,23469,28923,133129,59782,73347,18729,8726,10003,27017,12218,14799
,2020-06-30,2072,831,1241,762,295,467,327,131,196,795,315,480,107,50,57,81,40,41,,474,205,74,84,47,64,,355,177,178,171,85,86,50,27,23,44,20,24,30,18,12,60,27,33,,381629,168011,213618,153548,65728,87820,51618,23048,28570,131972,59028,72944,18351,8454,9897,26140,11753,14387
,2020-07-01,2204,894,1310,757,278,479,385,163,222,814,345,469,124,50,74,124,58,66,,559,196,108,173,41,41,,486,221,265,207,83,124,100,51,49,125,56,69,12,7,5,42,24,18,,382755,168313,214442,154026,65802,88224,51656,23045,28611,132507,59241,73266,18379,8454,9925,26187,11771,14416
,2020-07-02,2384,934,1450,885,317,568,351,137,214,862,351,511,150,67,83,136,62,74,,432,127,136,101,34,34,,288,140,148,78,40,38,111,57,54,60,26,34,14,7,7,25,10,15,,384277,168793,215484,154522,65944,88578,51952,23118,28834,133067,59438,73629,18500,8503,9997,26236,11790,14446
,2020-07-03,2185,920,1265,777,311,466,354,148,206,835,367,468,117,45,72,102,49,53,,1110,830,118,99,31,32,,322,166,156,81,36,45,96,55,41,96,44,52,16,10,6,33,21,12,,387050,169659,217391,155532,66265,89267,52385,23234,29151,134164,59829,74335,18642,8521,10121,26327,11810,14517
,2020-07-04,37,15,22,12,6,6,2,1,1,22,7,15,1,1,0,0,0,0,,1,1,0,0,0,0,,1,0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,387050,169659,217391,155532,66265,89267,52385,23234,29151,134164,59829,74335,18642,8521,10121,26327,11810,14517
,2020-07-05,54,23,31,11,3,8,2,1,1,40,19,21,1,0,1,0,0,0,,0,0,0,0,0,0,,178,89,89,52,26,26,64,35,29,43,22,21,12,3,9,7,3,4,,387050,169659,217391,155532,66265,89267,52385,23234,29151,134164,59829,74335,18642,8521,10121,26327,11810,14517
,2020-07-06,2317,1025,1292,847,347,500,344,166,178,850,382,468,151,69,82,125,61,64,,427,121,102,117,30,57,,273,105,168,93,43,50,71,29,42,52,20,32,9,1,8,48,12,36,,387732,169902,217830,155893,66350,89543,52363,23254,29109,134461,59922,74539,18693,8550,10143,26322,11826,14496
,2020-07-07,2389,1009,1380,851,336,515,361,162,199,912,393,519,133,64,69,132,54,78,,543,129,220,118,25,51,,332,132,200,93,30,63,129,68,61,56,17,39,12,6,6,42,11,31,,389012,170325,218687,156280,66452,89828,52525,23288,29237,135132,60210,74922,18752,8556,10196,26323,11819,14504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dados relativos ao Continente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Os fluxos de entrada no desempregado decorrem das seguintes situações: novas inscrições e alterações da situação face ao emprego (mudanças de categoria). As alterações da situação face ao emprego decorrem das seguintes mudanças de categoria para a situação de desemprego: fim da situação de emprego; fim da situação de ocupação em políticas ativas de emprego; fim da situação de indisponibilidade. No entanto, as novas inscrições são nesta fase o indicador com mais expressão do ponto de vista dos fluxos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Todos os meses o IEFP executa procedimentos automáticos de atualização do desemprego registado por via de cruzamento de dados com a segurança social e por via de ações de controlo, nomeadamente, com desempregados não subsidiados em situação de ausência prolongada de contacto com o IEFP. Estes procedimentos visam a atualização da situação face ao emprego dos utentes do IEFP e permitem assim a atualização do desemprego registado com reporte ao final do mês.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
